+-----------------------------------------+---------------------------------------------------------------------------------------+--------------------------------------------+--------------------------------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                                                                                            |
| of the Block class in question. The actual final values may be different                                                                                                                                                  |
| for different states of the block, or they may depend on a TileEntity etc.                                                                                                                                                |
+-----------------------------------------+---------------------------------------------------------------------------------------+--------------------------------------------+--------------------------------------------+
| Mod name                                | Registry name                                                                         |                                   Hardness |                                 Resistance |
| Environmental Tech                      | environmentaltech:structure_frame_6                                                   |                                       3.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:structure_panel                                                     |                                       3.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:structure_panel_clear                                               |                                       2.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:thermal_cell                                                        |                                       1.00 |                                    3000.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_1                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_2                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_3                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_4                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_5                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_botanic_miner_cont_6                                           |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_1                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_2                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_3                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_4                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_5                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_ore_miner_cont_6                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_1                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_2                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_3                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_4                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_5                                               |                                       4.00 |                                     300.00 |
| Environmental Tech                      | environmentaltech:void_res_miner_cont_6                                               |                                       4.00 |                                     300.00 |
| Extended Crafting                       | extendedcrafting:compressor                                                           |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:crafting_core                                                        |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:crafting_table                                                       |                                       2.50 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:ender_alternator                                                     |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:ender_crafter                                                        |                                       6.00 |                                      36.00 |
| Extended Crafting                       | extendedcrafting:frame                                                                |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:interface                                                            |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:lamp                                                                 |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:pedestal                                                             |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:storage                                                              |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:table_advanced                                                       |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:table_basic                                                          |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:table_elite                                                          |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:table_ultimate                                                       |                                       5.00 |                                      30.00 |
| Extended Crafting                       | extendedcrafting:trimmed                                                              |                                       5.00 |                                      30.00 |
| Extra Anvils                            | extraanvils:aluminum_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:aluminum_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:aluminum_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:ardite_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:ardite_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:ardite_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:bronze_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:bronze_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:bronze_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:cobalt_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:cobalt_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:cobalt_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:copper_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:copper_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:copper_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:diamond_anvil                                                             |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:diamond_anvil_chipped                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:diamond_anvil_damaged                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:electrum_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:electrum_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:electrum_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:enderium_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:enderium_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:enderium_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:endsteel_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:endsteel_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:endsteel_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:energetic_alloy_anvil                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:energetic_alloy_anvil_chipped                                             |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:energetic_alloy_anvil_damaged                                             |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:gold_anvil                                                                |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:gold_anvil_chipped                                                        |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:gold_anvil_damaged                                                        |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:inferium_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:inferium_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:inferium_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:infinity_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:infinity_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:infinity_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:intermedium_anvil                                                         |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:intermedium_anvil_chipped                                                 |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:intermedium_anvil_damaged                                                 |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:invar_anvil                                                               |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:invar_anvil_chipped                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:invar_anvil_damaged                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:iridium_anvil                                                             |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:iridium_anvil_chipped                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:iridium_anvil_damaged                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:lead_anvil                                                                |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:lead_anvil_chipped                                                        |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:lead_anvil_damaged                                                        |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:manyullyn_anvil                                                           |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:manyullyn_anvil_chipped                                                   |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:manyullyn_anvil_damaged                                                   |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:neutronium_anvil                                                          |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:neutronium_anvil_chipped                                                  |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:neutronium_anvil_damaged                                                  |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:nickel_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:nickel_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:nickel_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:platinum_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:platinum_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:platinum_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:prudentium_anvil                                                          |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:prudentium_anvil_chipped                                                  |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:prudentium_anvil_damaged                                                  |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:signalum_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:signalum_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:signalum_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:silver_anvil                                                              |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:silver_anvil_chipped                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:silver_anvil_damaged                                                      |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:steel_anvil                                                               |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:steel_anvil_chipped                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:steel_anvil_damaged                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stellar_anvil                                                             |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stellar_anvil_chipped                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stellar_anvil_damaged                                                     |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stone_anvil                                                               |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stone_anvil_chipped                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:stone_anvil_damaged                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:superium_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:superium_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:superium_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:supremium_anvil                                                           |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:supremium_anvil_chipped                                                   |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:supremium_anvil_damaged                                                   |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:thaumium_anvil                                                            |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:thaumium_anvil_chipped                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:thaumium_anvil_damaged                                                    |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:tin_anvil                                                                 |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:tin_anvil_chipped                                                         |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:tin_anvil_damaged                                                         |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:vibrant_alloy_anvil                                                       |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:vibrant_alloy_anvil_chipped                                               |                                       5.00 |                                    6000.00 |
| Extra Anvils                            | extraanvils:vibrant_alloy_anvil_damaged                                               |                                       5.00 |                                    6000.00 |
| Extra Cells 2                           | extracells:certustank                                                                 |                                       2.00 |                                      30.00 |
| Extra Cells 2                           | extracells:ecbaseblock                                                                |                                       2.00 |                                      30.00 |
| Extra Cells 2                           | extracells:fluidcrafter                                                               |                                       2.00 |                                      30.00 |
| Extra Cells 2                           | extracells:fluidfiller                                                                |                                       2.00 |                                      30.00 |
| Extra Cells 2                           | extracells:hardmedrive                                                                |                                       2.00 |                                 3000000.00 |
| Extra Cells 2                           | extracells:vibrantchamberfluid                                                        |                                       2.00 |                                      30.00 |
| Extra Cells 2                           | extracells:walrus                                                                     |                                       2.00 |                                      30.00 |
| ExtraBotany                             | extrabotany:blockorichalcos                                                           |                                       5.50 |                                      30.00 |
| ExtraBotany                             | extrabotany:blockphotonium                                                            |                                       5.50 |                                      30.00 |
| ExtraBotany                             | extrabotany:blockshadowium                                                            |                                       5.50 |                                      30.00 |
| ExtraBotany                             | extrabotany:chargepad                                                                 |                                       3.00 |                                      45.00 |
| ExtraBotany                             | extrabotany:cocoondesire                                                              |                                       3.00 |                                     150.00 |
| ExtraBotany                             | extrabotany:dimensioncatalyst                                                         |                                       2.00 |                                      30.00 |
| ExtraBotany                             | extrabotany:elfjar                                                                    |                                       1.50 |                                      30.00 |
| ExtraBotany                             | extrabotany:fluidedmana                                                               |                                       0.00 |                                       0.00 |
| ExtraBotany                             | extrabotany:manabarrel                                                                |                                       2.00 |                                      30.00 |
| ExtraBotany                             | extrabotany:managenerator                                                             |                                       2.00 |                                      30.00 |
| ExtraBotany                             | extrabotany:manaliquefaction                                                          |                                       2.00 |                                      30.00 |
| ExtraBotany                             | extrabotany:pedestal                                                                  |                                       3.50 |                                      17.50 |
| ExtraBotany                             | extrabotany:quantummanabuffer                                                         |                                       3.00 |                                     165.00 |
| ExtraBotany                             | extrabotany:trophy                                                                    |                                       2.00 |                                      30.00 |
| Extreme Reactors                        | bigreactors:blockblutonium                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:blockcyanite                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:blockgraphite                                                             |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:blockludicrite                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:blocksteel                                                                |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:blockyellorium                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:cyanite                                                                   |                                       0.00 |                                       0.00 |
| Extreme Reactors                        | bigreactors:oreanglesite                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:orebenitoite                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:oreyellorite                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactoraccessport                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcasing                                                             |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcomputerport                                                       |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcontroller                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcontrolrod                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcoolantport                                                        |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorcreativecoolantport                                                |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorfuelrod                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorglass                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorpowertaprf                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorpowertaptesla                                                      |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorrednetport                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:reactorredstoneport                                                       |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinebearing                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinecomputerport                                                       |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinecontroller                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinecreativesteamgenerator                                             |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinefluidport                                                          |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbineglass                                                              |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinehousing                                                            |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinepowertaprf                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinepowertaptesla                                                      |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinerotorblade                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:turbinerotorshaft                                                         |                                       2.00 |                                      10.00 |
| Extreme Reactors                        | bigreactors:yellorium                                                                 |                                       0.00 |                                       0.00 |
| FTB Banners                             | ftbbanners:banner_block                                                               |                                      -1.00 |                                18000000.00 |
| Fission Based Neutron Collector         | fbnc:machine_fbnc                                                                     |                                       0.00 |                                       0.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock0                                                   |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock1                                                   |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock10                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock11                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock12                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock13                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock14                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock15                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock16                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock17                                                  |                                       1.50 |                                      30.00 |
| Flat Colored Blocks                     | flatcoloredblocks:flatcoloredblock18                                                  |                                       1.50 |                                      30.00 |
