+-----------------------------------------------------+------+
| Registry name                                       |   ID |
| minecraft:entity.parrot.imitate.spider              |  340 |
| minecraft:entity.parrot.imitate.stray               |  341 |
| minecraft:entity.parrot.imitate.vex                 |  342 |
| minecraft:entity.parrot.imitate.vindication_illager |  343 |
| minecraft:entity.parrot.imitate.witch               |  344 |
| minecraft:entity.parrot.imitate.wither              |  345 |
| minecraft:entity.parrot.imitate.wither_skeleton     |  346 |
| minecraft:entity.parrot.imitate.wolf                |  347 |
| minecraft:entity.parrot.imitate.zombie              |  348 |
| minecraft:entity.parrot.imitate.zombie_pigman       |  349 |
| minecraft:entity.parrot.imitate.zombie_villager     |  350 |
| minecraft:entity.parrot.step                        |  351 |
| minecraft:entity.pig.ambient                        |  352 |
| minecraft:entity.pig.death                          |  353 |
| minecraft:entity.pig.hurt                           |  354 |
| minecraft:entity.pig.saddle                         |  355 |
| minecraft:entity.pig.step                           |  356 |
| minecraft:entity.player.attack.crit                 |  357 |
| minecraft:entity.player.attack.knockback            |  358 |
| minecraft:entity.player.attack.nodamage             |  359 |
| minecraft:entity.player.attack.strong               |  360 |
| minecraft:entity.player.attack.sweep                |  361 |
| minecraft:entity.player.attack.weak                 |  362 |
| minecraft:entity.player.big_fall                    |  363 |
| minecraft:entity.player.breath                      |  364 |
| minecraft:entity.player.burp                        |  365 |
| minecraft:entity.player.death                       |  366 |
| minecraft:entity.player.hurt                        |  367 |
| minecraft:entity.player.hurt_drown                  |  368 |
| minecraft:entity.player.hurt_on_fire                |  369 |
| minecraft:entity.player.levelup                     |  370 |
| minecraft:entity.player.small_fall                  |  371 |
| minecraft:entity.player.splash                      |  372 |
| minecraft:entity.player.swim                        |  373 |
| minecraft:entity.polar_bear.ambient                 |  374 |
| minecraft:entity.polar_bear.baby_ambient            |  375 |
| minecraft:entity.polar_bear.death                   |  376 |
| minecraft:entity.polar_bear.hurt                    |  377 |
| minecraft:entity.polar_bear.step                    |  378 |
| minecraft:entity.polar_bear.warning                 |  379 |
| minecraft:entity.rabbit.ambient                     |  380 |
| minecraft:entity.rabbit.attack                      |  381 |
| minecraft:entity.rabbit.death                       |  382 |
| minecraft:entity.rabbit.hurt                        |  383 |
| minecraft:entity.rabbit.jump                        |  384 |
| minecraft:entity.sheep.ambient                      |  385 |
| minecraft:entity.sheep.death                        |  386 |
| minecraft:entity.sheep.hurt                         |  387 |
| minecraft:entity.sheep.shear                        |  388 |
| minecraft:entity.sheep.step                         |  389 |
| minecraft:entity.shulker.ambient                    |  390 |
| minecraft:entity.shulker.close                      |  391 |
| minecraft:entity.shulker.death                      |  392 |
| minecraft:entity.shulker.hurt                       |  393 |
| minecraft:entity.shulker.hurt_closed                |  394 |
| minecraft:entity.shulker.open                       |  395 |
| minecraft:entity.shulker.shoot                      |  396 |
| minecraft:entity.shulker.teleport                   |  397 |
| minecraft:entity.shulker_bullet.hit                 |  398 |
| minecraft:entity.shulker_bullet.hurt                |  399 |
| minecraft:entity.silverfish.ambient                 |  400 |
| minecraft:entity.silverfish.death                   |  401 |
| minecraft:entity.silverfish.hurt                    |  402 |
| minecraft:entity.silverfish.step                    |  403 |
| minecraft:entity.skeleton.ambient                   |  404 |
| minecraft:entity.skeleton.death                     |  405 |
| minecraft:entity.skeleton.hurt                      |  406 |
| minecraft:entity.skeleton.shoot                     |  407 |
| minecraft:entity.skeleton.step                      |  408 |
| minecraft:entity.skeleton_horse.ambient             |  409 |
| minecraft:entity.skeleton_horse.death               |  410 |
| minecraft:entity.skeleton_horse.hurt                |  411 |
| minecraft:entity.slime.attack                       |  412 |
| minecraft:entity.slime.death                        |  413 |
| minecraft:entity.slime.hurt                         |  414 |
| minecraft:entity.slime.jump                         |  415 |
| minecraft:entity.slime.squish                       |  416 |
| minecraft:entity.small_magmacube.death              |  417 |
| minecraft:entity.small_magmacube.hurt               |  418 |
| minecraft:entity.small_magmacube.squish             |  419 |
| minecraft:entity.small_slime.death                  |  420 |
| minecraft:entity.small_slime.hurt                   |  421 |
| minecraft:entity.small_slime.jump                   |  422 |
| minecraft:entity.small_slime.squish                 |  423 |
| minecraft:entity.snowball.throw                     |  424 |
| minecraft:entity.snowman.ambient                    |  425 |
| minecraft:entity.snowman.death                      |  426 |
| minecraft:entity.snowman.hurt                       |  427 |
| minecraft:entity.snowman.shoot                      |  428 |
| minecraft:entity.spider.ambient                     |  429 |
| minecraft:entity.spider.death                       |  430 |
| minecraft:entity.spider.hurt                        |  431 |
| minecraft:entity.spider.step                        |  432 |
| minecraft:entity.splash_potion.break                |  433 |
| minecraft:entity.splash_potion.throw                |  434 |
| minecraft:entity.squid.ambient                      |  435 |
| minecraft:entity.squid.death                        |  436 |
| minecraft:entity.squid.hurt                         |  437 |
| minecraft:entity.stray.ambient                      |  438 |
| minecraft:entity.stray.death                        |  439 |
| minecraft:entity.stray.hurt                         |  440 |
| minecraft:entity.stray.step                         |  441 |
| minecraft:entity.tnt.primed                         |  442 |
| minecraft:entity.vex.ambient                        |  443 |
| minecraft:entity.vex.charge                         |  444 |
| minecraft:entity.vex.death                          |  445 |
| minecraft:entity.vex.hurt                           |  446 |
| minecraft:entity.villager.ambient                   |  447 |
| minecraft:entity.villager.death                     |  448 |
| minecraft:entity.villager.hurt                      |  449 |
| minecraft:entity.villager.no                        |  450 |
| minecraft:entity.villager.trading                   |  451 |
| minecraft:entity.villager.yes                       |  452 |
| minecraft:entity.vindication_illager.ambient        |  453 |
| minecraft:entity.vindication_illager.death          |  454 |
| minecraft:entity.vindication_illager.hurt           |  455 |
| minecraft:entity.witch.ambient                      |  456 |
| minecraft:entity.witch.death                        |  457 |
| minecraft:entity.witch.drink                        |  458 |
| minecraft:entity.witch.hurt                         |  459 |
| minecraft:entity.witch.throw                        |  460 |
| minecraft:entity.wither.ambient                     |  461 |
| minecraft:entity.wither.break_block                 |  462 |
| minecraft:entity.wither.death                       |  463 |
| minecraft:entity.wither.hurt                        |  464 |
| minecraft:entity.wither.shoot                       |  465 |
| minecraft:entity.wither.spawn                       |  466 |
| minecraft:entity.wither_skeleton.ambient            |  467 |
| minecraft:entity.wither_skeleton.death              |  468 |
| minecraft:entity.wither_skeleton.hurt               |  469 |
| minecraft:entity.wither_skeleton.step               |  470 |
| minecraft:entity.wolf.ambient                       |  471 |
| minecraft:entity.wolf.death                         |  472 |
| minecraft:entity.wolf.growl                         |  473 |
| minecraft:entity.wolf.howl                          |  474 |
| minecraft:entity.wolf.hurt                          |  475 |
| minecraft:entity.wolf.pant                          |  476 |
| minecraft:entity.wolf.shake                         |  477 |
| minecraft:entity.wolf.step                          |  478 |
| minecraft:entity.wolf.whine                         |  479 |
| minecraft:entity.zombie.ambient                     |  480 |
| minecraft:entity.zombie.attack_door_wood            |  481 |
| minecraft:entity.zombie.attack_iron_door            |  482 |
| minecraft:entity.zombie.break_door_wood             |  483 |
| minecraft:entity.zombie.death                       |  484 |
| minecraft:entity.zombie.hurt                        |  485 |
| minecraft:entity.zombie.infect                      |  486 |
| minecraft:entity.zombie.step                        |  487 |
| minecraft:entity.zombie_horse.ambient               |  488 |
| minecraft:entity.zombie_horse.death                 |  489 |
| minecraft:entity.zombie_horse.hurt                  |  490 |
| minecraft:entity.zombie_pig.ambient                 |  491 |
| minecraft:entity.zombie_pig.angry                   |  492 |
| minecraft:entity.zombie_pig.death                   |  493 |
| minecraft:entity.zombie_pig.hurt                    |  494 |
| minecraft:entity.zombie_villager.ambient            |  495 |
| minecraft:entity.zombie_villager.converted          |  496 |
| minecraft:entity.zombie_villager.cure               |  497 |
| minecraft:entity.zombie_villager.death              |  498 |
| minecraft:entity.zombie_villager.hurt               |  499 |
| minecraft:entity.zombie_villager.step               |  500 |
| minecraft:item.armor.equip_chain                    |  501 |
| minecraft:item.armor.equip_diamond                  |  502 |
| minecraft:item.armor.equip_elytra                   |  503 |
| minecraft:item.armor.equip_generic                  |  504 |
| minecraft:item.armor.equip_gold                     |  505 |
| minecraft:item.armor.equip_iron                     |  506 |
| minecraft:item.armor.equip_leather                  |  507 |
| minecraft:item.bottle.empty                         |  508 |
| minecraft:item.bottle.fill                          |  509 |
| minecraft:item.bottle.fill_dragonbreath             |  510 |
| minecraft:item.bucket.empty                         |  511 |
| minecraft:item.bucket.empty_lava                    |  512 |
| minecraft:item.bucket.fill                          |  513 |
| minecraft:item.bucket.fill_lava                     |  514 |
| minecraft:item.chorus_fruit.teleport                |  515 |
| minecraft:item.elytra.flying                        |  516 |
| minecraft:item.firecharge.use                       |  517 |
| minecraft:item.flintandsteel.use                    |  518 |
| minecraft:item.hoe.till                             |  519 |
| minecraft:item.shield.block                         |  520 |
| minecraft:item.shield.break                         |  521 |
| minecraft:item.shovel.flatten                       |  522 |
| minecraft:item.totem.use                            |  523 |
| minecraft:music.creative                            |  524 |
| minecraft:music.credits                             |  525 |
| minecraft:music.dragon                              |  526 |
| minecraft:music.end                                 |  527 |
| minecraft:music.game                                |  528 |
| minecraft:music.menu                                |  529 |
| minecraft:music.nether                              |  530 |
| minecraft:record.11                                 |  531 |
| minecraft:record.13                                 |  532 |
| minecraft:record.blocks                             |  533 |
| minecraft:record.cat                                |  534 |
| minecraft:record.chirp                              |  535 |
| minecraft:record.far                                |  536 |
| minecraft:record.mall                               |  537 |
| minecraft:record.mellohi                            |  538 |
| minecraft:record.stal                               |  539 |
| minecraft:record.strad                              |  540 |
| minecraft:record.wait                               |  541 |
| minecraft:record.ward                               |  542 |
| minecraft:ui.button.click                           |  543 |
| minecraft:ui.toast.challenge_complete               |  546 |
| minecraft:ui.toast.in                               |  544 |
| minecraft:ui.toast.out                              |  545 |
| minecraft:weather.rain                              |  547 |
| minecraft:weather.rain.above                        |  548 |
| mob_grinding_utils:chicken_rise                     |  760 |
| mob_grinding_utils:entity_dragon_death_local        |  759 |
| mob_grinding_utils:entity_wither_death_local        |  758 |
| mob_grinding_utils:entity_wither_spawn_local        |  757 |
| mob_grinding_utils:tap_squeak                       |  756 |
| mysticalmechanics:block.gear.add                    |  937 |
| mysticalmechanics:block.gear.remove                 |  966 |
| mysticalmechanics:block.gearbox.fast.lv1            |  954 |
| mysticalmechanics:block.gearbox.fast.lv2            |  957 |
| mysticalmechanics:block.gearbox.fast.lv3            |  955 |
| mysticalmechanics:block.gearbox.mid.lv1             |  931 |
| mysticalmechanics:block.gearbox.mid.lv2             |  930 |
| mysticalmechanics:block.gearbox.mid.lv3             |  929 |
| mysticalmechanics:block.gearbox.slow.lv1            |  956 |
| mysticalmechanics:block.gearbox.slow.lv2            |  958 |
| mysticalmechanics:block.gearbox.slow.lv3            |  959 |
| mysticalmechanics:block.gearbox.very_slow.lv1       |  977 |
| mysticalmechanics:block.gearbox.very_slow.lv2       |  972 |
| mysticalmechanics:block.gearbox.very_slow.lv3       |  971 |
| mysticalworld:mob.endermini.death                   | 1064 |
| mysticalworld:mob.endermini.hit                     | 1063 |
| mysticalworld:mob.endermini.idle                    | 1060 |
| mysticalworld:mob.endermini.portal                  | 1083 |
| mysticalworld:mob.endermini.scream                  | 1076 |
| mysticalworld:mob.endermini.stare                   | 1072 |
| mysticalworld:mob.fox.aggro                         | 1020 |
| mysticalworld:mob.fox.bark                          | 1021 |
| mysticalworld:mob.fox.bite                          | 1022 |
| mysticalworld:mob.fox.death                         | 1023 |
| mysticalworld:mob.fox.eat                           | 1024 |
| mysticalworld:mob.fox.idle                          | 1025 |
| mysticalworld:mob.fox.sleep                         | 1026 |
| mysticalworld:mob.fox.sniff                         | 1027 |
| mysticalworld:mob.fox.spit                          | 1036 |
| mysticalworld:mob.sprout.ambient                    | 1029 |
| nuclearcraft:block.accelerator_run                  |  561 |
| nuclearcraft:block.fusion_run                       |  560 |
| nuclearcraft:entity.feral_ghoul_charge              |  997 |
| nuclearcraft:entity.feral_ghoul_death               | 1012 |
| nuclearcraft:music.end_of_the_world                 |  567 |
| nuclearcraft:music.hyperspace                       |  569 |
| nuclearcraft:music.money_for_nothing                |  568 |
| nuclearcraft:music.wanderer                         |  566 |
| nuclearcraft:player.chems_wear_off                  |  565 |
| nuclearcraft:player.geiger_tick                     |  562 |
| nuclearcraft:player.rad_poisoning                   |  970 |
| nuclearcraft:player.rad_x                           |  564 |
| nuclearcraft:player.radaway                         |  563 |
| opensecurity:card_swipe                             |  791 |
| opensecurity:keypad_press                           |  786 |
| opensecurity:scanner1                               |  788 |
| opensecurity:scanner2                               |  789 |
| opensecurity:scanner3                               |  790 |
| opensecurity:security_door                          |  787 |
| opensecurity:turretfire                             |  785 |
| opensecurity:turretmove                             |  784 |
| patchouli:book_flip                                 |  885 |
| patchouli:book_open                                 |  884 |
| plustic:laser_beam                                  |  792 |
| pneumaticcraft:air_cannon                           |  761 |
| pneumaticcraft:chirp                                |  781 |
| pneumaticcraft:drone_death                          |  777 |
| pneumaticcraft:drone_hurt                           |  776 |
| pneumaticcraft:elevator_rising                      |  767 |
| pneumaticcraft:elevator_rising_start                |  765 |
| pneumaticcraft:elevator_rising_stop                 |  766 |
| pneumaticcraft:helmet_hack_finish                   |  768 |
| pneumaticcraft:hud_entity_lock                      |  771 |
| pneumaticcraft:hud_init                             |  769 |
| pneumaticcraft:hud_init_complete                    |  770 |
| pneumaticcraft:interface_door                       |  764 |
| pneumaticcraft:leaking_gas                          |  762 |
| pneumaticcraft:leaking_gas_low                      |  783 |
| pneumaticcraft:minigun                              |  774 |
| pneumaticcraft:minigun_stop                         |  775 |
| pneumaticcraft:pneumatic_crusher                    |  763 |
| pneumaticcraft:pneumatic_door                       |  780 |
| pneumaticcraft:pneumatic_wrench                     |  773 |
| pneumaticcraft:punch                                |  779 |
| pneumaticcraft:sci_fi                               |  772 |
| pneumaticcraft:scuba                                |  782 |
| pneumaticcraft:short_hiss                           |  778 |
| psi:bullet_create                                   |  692 |
| psi:cad_create                                      |  693 |
| psi:cad_shoot                                       |  694 |
| psi:compile_error                                   |  695 |
| psi:level_up                                        |  696 |
| psi:loopcast                                        |  697 |
| randomthings:time                                   |  583 |
| reborncore:block_dismantle                          |  711 |
| rftools:elevator_loop                               |  735 |
| rftools:elevator_start                              |  734 |
| rftools:elevator_stop                               |  736 |
| rftools:scan                                        |  737 |
| rftools:teleport_error                              |  733 |
| rftools:teleport_whoosh                             |  732 |
| roots:chimes                                        | 1019 |
| rpsideas:megalovania                                |  714 |
| rpsideas:thwack                                     |  713 |
| simplyjetpacks:jetpack                              |  919 |
| simplyjetpacks:jetpack_other                        |  920 |
| simplyjetpacks:rocket                               |  921 |
| soot:block.embers.alchemical_mixer.waste            | 1074 |
| soot:block.embers.still.fast                        | 1058 |
| soot:block.embers.still.loop                        | 1065 |
| soot:block.embers.still.slow                        | 1078 |
| soot:block.sulfur_ore.vent                          | 1086 |
| soot:inspiration.end                                | 1077 |
| soot:inspiration.loop                               | 1062 |
| soot:inspiration.muse_appear                        | 1080 |
| soot:inspiration.refresh                            | 1073 |
| soot:inspiration.start                              | 1068 |
| stevescarts:1lines                                  |  797 |
| stevescarts:2lines                                  |  798 |
| stevescarts:3lines                                  |  799 |
| stevescarts:4lines                                  |  800 |
| stevescarts:blobclick                               |  804 |
| stevescarts:boop                                    |  795 |
| stevescarts:click                                   |  803 |
| stevescarts:flagclick                               |  805 |
| stevescarts:gameover                                |  796 |
| stevescarts:gearswitch                              |  793 |
| stevescarts:goodjob                                 |  806 |
| stevescarts:highscore                               |  801 |
| stevescarts:hit                                     |  802 |
| stevescarts:win                                     |  794 |
| tconstruct:charged                                  |  719 |
| tconstruct:crossbow_reload                          |  723 |
| tconstruct:discharge                                |  720 |
| tconstruct:frypan_hit                               |  716 |
| tconstruct:little_saw                               |  715 |
| tconstruct:slimesling                               |  718 |
| tconstruct:stone_hit                                |  721 |
| tconstruct:toy_squeak                               |  717 |
| tconstruct:wood_hit                                 |  722 |
| techreborn:alarm                                    |  900 |
| techreborn:alarm_2                                  |  901 |
| techreborn:alarm_3                                  |  902 |
| techreborn:auto_crafting                            |  897 |
| techreborn:block_dismantle                          |  895 |
| techreborn:cable_shock                              |  894 |
| techreborn:machine_run                              |  898 |
| techreborn:machine_start                            |  899 |
| techreborn:sap_extract                              |  896 |
| tg:aggressive_death                                 |  818 |
| tg:aggressive_hurt                                  |  817 |
| tg:aggressive_say                                   |  816 |
| tg:assist_death                                     |  815 |
| tg:assist_hurt                                      |  814 |
| tg:assist_say                                       |  813 |
| tg:bag_open                                         |  823 |
| tg:book_hit                                         |  824 |
| tg:box_open1                                        |  821 |
| tg:box_open2                                        |  822 |
| tg:minotaur_hurt                                    |  820 |
| tg:minotaur_say                                     |  819 |
| tg:none                                             |  825 |
| tg:observer_ambient                                 |  807 |
| tg:observer_death                                   |  809 |
| tg:observer_hurt                                    |  808 |
| tg:passive_death                                    |  812 |
| tg:passive_hurt                                     |  811 |
| tg:passive_say                                      |  810 |
| thaumcraft:brain                                    |  604 |
| thaumcraft:bubble                                   |  587 |
| thaumcraft:chant                                    |  643 |
| thaumcraft:clack                                    |  596 |
| thaumcraft:coins                                    |  644 |
| thaumcraft:crabclaw                                 |  640 |
| thaumcraft:crabdeath                                |  641 |
| thaumcraft:crabtalk                                 |  642 |
| thaumcraft:craftfail                                |  622 |
| thaumcraft:craftstart                               |  624 |
| thaumcraft:creak                                    |  588 |
| thaumcraft:crystal                                  |  605 |
| thaumcraft:dust                                     |  648 |
| thaumcraft:egattack                                 |  637 |
| thaumcraft:egdeath                                  |  638 |
| thaumcraft:egidle                                   |  636 |
| thaumcraft:egscreech                                |  639 |
| thaumcraft:erase                                    |  603 |
| thaumcraft:evilportal                               |  646 |
| thaumcraft:fly                                      |  593 |
| thaumcraft:gore                                     |  629 |
| thaumcraft:grind                                    |  647 |
| thaumcraft:heartbeat                                |  585 |
| thaumcraft:hhoff                                    |  613 |
| thaumcraft:hhon                                     |  614 |
| thaumcraft:ice                                      |  611 |
| thaumcraft:infuser                                  |  634 |
| thaumcraft:infuserstart                             |  635 |
| thaumcraft:jacobs                                   |  612 |
| thaumcraft:jar                                      |  590 |
| thaumcraft:key                                      |  594 |
| thaumcraft:learn                                    |  601 |
| thaumcraft:monolith                                 |  633 |
| thaumcraft:page                                     |  599 |
| thaumcraft:pageturn                                 |  600 |
| thaumcraft:pech_charge                              |  620 |
| thaumcraft:pech_death                               |  619 |
| thaumcraft:pech_dice                                |  617 |
| thaumcraft:pech_hit                                 |  618 |
| thaumcraft:pech_idle                                |  615 |
| thaumcraft:pech_trade                               |  616 |
| thaumcraft:poof                                     |  598 |
| thaumcraft:pump                                     |  597 |
| thaumcraft:rumble                                   |  610 |
| thaumcraft:runicshieldcharge                        |  626 |
| thaumcraft:runicshieldeffect                        |  625 |
| thaumcraft:scan                                     |  623 |
| thaumcraft:shock                                    |  621 |
| thaumcraft:spill                                    |  586 |
| thaumcraft:squeek                                   |  589 |
| thaumcraft:swarm                                    |  591 |
| thaumcraft:swarmattack                              |  592 |
| thaumcraft:tentacle                                 |  630 |
| thaumcraft:ticks                                    |  595 |
| thaumcraft:tool                                     |  628 |
| thaumcraft:upgrade                                  |  631 |
| thaumcraft:urnbreak                                 |  645 |
| thaumcraft:wand                                     |  608 |
| thaumcraft:wandfail                                 |  609 |
| thaumcraft:whispers                                 |  632 |
| thaumcraft:wind                                     |  627 |
| thaumcraft:wispdead                                 |  606 |
| thaumcraft:wisplive                                 |  607 |
| thaumcraft:write                                    |  602 |
| thaumcraft:zap                                      |  584 |
| thaumicaugmentation:e_ambience                      |  947 |
| thaumicaugmentation:e_music                         | 1032 |
| thaumicaugmentation:rift_energy_zap                 |  965 |
| thermaldynamics:duct_transport_woosh                |  893 |
| thermalexpansion:device_water_gen                   |  883 |
| thermalexpansion:machine_crucible                   |  881 |
| thermalexpansion:machine_furnace                    |  877 |
| thermalexpansion:machine_pulverizer                 |  878 |
| thermalexpansion:machine_sawmill                    |  879 |
| thermalexpansion:machine_smelter                    |  880 |
| thermalexpansion:machine_transposer                 |  882 |
| thermalfoundation:mob_basalz_ambient                |  874 |
| thermalfoundation:mob_basalz_attack                 |  875 |
| thermalfoundation:mob_blitz_ambient                 |  872 |
| thermalfoundation:mob_blitz_attack                  |  873 |
| thermalfoundation:mob_blizz_ambient                 |  870 |
| thermalfoundation:mob_blizz_attack                  |  871 |
| thermalfoundation:player_magnet_use                 |  876 |
| tinkertoolleveling:levelup                          |  826 |
| xreliquary:book                                     | 1082 |
| xreliquary:xload                                    | 1070 |
| xreliquary:xshot                                    | 1067 |
| yoyos:entity.yoyo.chase                             | 1009 |
| yoyos:entity.yoyo.stick                             |  828 |
| yoyos:entity.yoyo.throw                             |  827 |
+-----------------------------------------------------+------+
| Registry name                                       |   ID |
+-----------------------------------------------------+------+
