+--------------------------------------+----------------------------------------------------------------------------+----------+----------------------------------------------+------------------------------------------------------------+
| OreDict Key                          | Registry name                                                              | Meta/dmg | Display name                                 | NBT                                                        |
| blockConcrete                        | chisel:concrete_red2                                                       |        0 | Red Concrete                                 |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        0 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        1 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        2 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        3 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        4 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        5 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        6 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        7 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        8 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |        9 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       10 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       11 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       12 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       13 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       14 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white                                                      |       15 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        0 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        1 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        2 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        3 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        4 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        5 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        6 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        7 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        8 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |        9 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       10 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       11 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       12 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       13 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       14 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white1                                                     |       15 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_white2                                                     |        0 | White Concrete                               |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        0 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        1 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        2 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        3 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        4 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        5 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        6 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        7 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        8 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |        9 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       10 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       11 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       12 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       13 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       14 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow                                                     |       15 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        0 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        1 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        2 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        3 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        4 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        5 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        6 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        7 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        8 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |        9 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       10 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       11 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       12 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       13 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       14 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow1                                                    |       15 | Yellow Concrete                              |                                                            |
| blockConcrete                        | chisel:concrete_yellow2                                                    |        0 | Yellow Concrete                              |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        0 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        1 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        2 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        3 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        4 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        5 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        6 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        7 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        8 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |        9 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       10 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       11 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       12 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       13 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       14 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black                                                      |       15 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        0 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        1 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        2 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        3 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        4 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        5 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        6 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        7 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        8 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |        9 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       10 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       11 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       12 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       13 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       14 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black1                                                     |       15 | Black Concrete                               |                                                            |
| blockConcreteBlack                   | chisel:concrete_black2                                                     |        0 | Black Concrete                               |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        0 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        1 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        2 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        3 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        4 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        5 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        6 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        7 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        8 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |        9 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       10 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       11 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       12 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       13 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       14 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue                                                       |       15 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        0 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        1 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        2 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        3 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        4 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        5 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        6 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        7 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        8 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |        9 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       10 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       11 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       12 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       13 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       14 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue1                                                      |       15 | Blue Concrete                                |                                                            |
| blockConcreteBlue                    | chisel:concrete_blue2                                                      |        0 | Blue Concrete                                |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        0 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        1 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        2 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        3 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        4 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        5 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        6 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        7 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        8 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |        9 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       10 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       11 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       12 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       13 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       14 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown                                                      |       15 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        0 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        1 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        2 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        3 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        4 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        5 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        6 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        7 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        8 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |        9 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       10 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       11 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       12 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       13 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       14 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown1                                                     |       15 | Brown Concrete                               |                                                            |
| blockConcreteBrown                   | chisel:concrete_brown2                                                     |        0 | Brown Concrete                               |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        0 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        1 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        2 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        3 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        4 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        5 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        6 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        7 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        8 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |        9 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       10 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       11 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       12 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       13 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       14 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan                                                       |       15 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        0 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        1 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        2 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        3 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        4 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        5 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        6 | Cyan Concrete                                |                                                            |
| blockConcreteCyan                    | chisel:concrete_cyan1                                                      |        7 | Cyan Concrete                                |                                                            |
