+--------------------------------------+----------------------------------------------------------------------------+----------+-----------------------------------------------+------------------------------------------------------------+
| OreDict Key                          | Registry name                                                              | Meta/dmg | Display name                                  | NBT                                                        |
| brickStone                           | chisel:stonebrick1                                                         |        1 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        2 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        3 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        4 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        5 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        6 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        7 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        8 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick1                                                         |        9 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        0 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        1 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        2 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        3 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        4 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        5 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        6 | Chiseled Stone                                |                                                            |
| brickStone                           | chisel:stonebrick2                                                         |        7 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        0 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        1 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        2 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        3 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        4 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        5 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        6 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        7 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        8 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |        9 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       10 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       11 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       12 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       13 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       14 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick                                                          |       15 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        0 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        1 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        2 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        3 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        4 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        5 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        6 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        7 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        8 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick1                                                         |        9 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        0 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        1 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        2 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        3 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        4 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        5 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        6 | Chiseled Stone                                |                                                            |
| bricksStone                          | chisel:stonebrick2                                                         |        7 | Chiseled Stone                                |                                                            |
| bricksStone                          | minecraft:stonebrick                                                       |        0 | Stone Bricks                                  |                                                            |
| cast                                 | tconstruct:cast                                                            |    32767 | (WILDCARD)                                    |                                                            |
| cast                                 | tconstruct:cast_custom                                                     |    32767 | (WILDCARD)                                    |                                                            |
| chainmail                            | tp:chainmail_part                                                          |        0 | Chainmail Part                                |                                                            |
| charcoal                             | minecraft:coal                                                             |        1 | Charcoal                                      |                                                            |
| chassis                              | nuclearcraft:part                                                          |       10 | Machine Chassis                               |                                                            |
| chest                                | minecraft:black_shulker_box                                                |        0 | Black Shulker Box                             |                                                            |
| chest                                | minecraft:blue_shulker_box                                                 |        0 | Blue Shulker Box                              |                                                            |
| chest                                | minecraft:brown_shulker_box                                                |        0 | Brown Shulker Box                             |                                                            |
| chest                                | minecraft:chest                                                            |        0 | Chest                                         |                                                            |
| chest                                | minecraft:cyan_shulker_box                                                 |        0 | Cyan Shulker Box                              |                                                            |
| chest                                | minecraft:ender_chest                                                      |        0 | Ender Chest                                   |                                                            |
| chest                                | minecraft:gray_shulker_box                                                 |        0 | Gray Shulker Box                              |                                                            |
| chest                                | minecraft:green_shulker_box                                                |        0 | Green Shulker Box                             |                                                            |
| chest                                | minecraft:light_blue_shulker_box                                           |        0 | Light Blue Shulker Box                        |                                                            |
| chest                                | minecraft:lime_shulker_box                                                 |        0 | Lime Shulker Box                              |                                                            |
| chest                                | minecraft:magenta_shulker_box                                              |        0 | Magenta Shulker Box                           |                                                            |
| chest                                | minecraft:orange_shulker_box                                               |        0 | Orange Shulker Box                            |                                                            |
| chest                                | minecraft:pink_shulker_box                                                 |        0 | Pink Shulker Box                              |                                                            |
| chest                                | minecraft:purple_shulker_box                                               |        0 | Purple Shulker Box                            |                                                            |
| chest                                | minecraft:red_shulker_box                                                  |        0 | Red Shulker Box                               |                                                            |
| chest                                | minecraft:silver_shulker_box                                               |        0 | Light Gray Shulker Box                        |                                                            |
| chest                                | minecraft:trapped_chest                                                    |        0 | Trapped Chest                                 |                                                            |
| chest                                | minecraft:white_shulker_box                                                |        0 | White Shulker Box                             |                                                            |
| chest                                | minecraft:yellow_shulker_box                                               |        0 | Yellow Shulker Box                            |                                                            |
| chestEnder                           | minecraft:ender_chest                                                      |        0 | Ender Chest                                   |                                                            |
| chestTrapped                         | minecraft:trapped_chest                                                    |        0 | Trapped Chest                                 |                                                            |
| chestWood                            | minecraft:chest                                                            |        0 | Chest                                         |                                                            |
| chipDiamond                          | opencomputers:material                                                     |       29 | Diamond Chip                                  |                                                            |
| chunkAluminium                       | magneticraft:chunks                                                        |        7 | Aluminium Chunk                               |                                                            |
| chunkAluminum                        | magneticraft:chunks                                                        |        7 | Aluminium Chunk                               |                                                            |
| chunkArdite                          | jaopca:item_chunkardite                                                    |        0 | Ardite Chunk                                  |                                                            |
| chunkAstralStarmetal                 | jaopca:item_chunkastralstarmetal                                           |        0 | Starmetal Chunk                               |                                                            |
| chunkBoron                           | jaopca:item_chunkboron                                                     |        0 | Boron Chunk                                   |                                                            |
| chunkCobalt                          | magneticraft:chunks                                                        |        4 | Cobalt Chunk                                  |                                                            |
| chunkCopper                          | magneticraft:chunks                                                        |        2 | Copper Chunk                                  |                                                            |
| chunkDraconium                       | jaopca:item_chunkdraconium                                                 |        0 | Draconium Chunk                               |                                                            |
| chunkGold                            | magneticraft:chunks                                                        |        1 | Gold Chunk                                    |                                                            |
| chunkIridium                         | jaopca:item_chunkiridium                                                   |        0 | Iridium Chunk                                 |                                                            |
| chunkIron                            | magneticraft:chunks                                                        |        0 | Iron Chunk                                    |                                                            |
| chunkLead                            | magneticraft:chunks                                                        |        3 | Lead Chunk                                    |                                                            |
| chunkLithium                         | jaopca:item_chunklithium                                                   |        0 | Lithium Chunk                                 |                                                            |
| chunkMagnesium                       | jaopca:item_chunkmagnesium                                                 |        0 | Magnesium Chunk                               |                                                            |
| chunkMithril                         | magneticraft:chunks                                                        |        9 | Mithril Chunk                                 |                                                            |
| chunkNickel                          | magneticraft:chunks                                                        |       10 | Nickel Chunk                                  |                                                            |
| chunkOsmium                          | magneticraft:chunks                                                        |       11 | Osmium Chunk                                  |                                                            |
| chunkPlatinum                        | jaopca:item_chunkplatinum                                                  |        0 | Platinum Chunk                                |                                                            |
| chunkSilver                          | magneticraft:chunks                                                        |       12 | Silver Chunk                                  |                                                            |
| chunkSteel                           | magneticraft:chunks                                                        |        6 | item.magneticraft.chunks_normal.name          |                                                            |
| chunkThorium                         | jaopca:item_chunkthorium                                                   |        0 | Thorium Chunk                                 |                                                            |
| chunkTin                             | magneticraft:chunks                                                        |       13 | Tin Chunk                                     |                                                            |
| chunkTungsten                        | magneticraft:chunks                                                        |        5 | Tungsten Chunk                                |                                                            |
| chunkUranium                         | jaopca:item_chunkuranium                                                   |        0 | Uranium Chunk                                 |                                                            |
| chunkYellorium                       | jaopca:item_chunkyellorium                                                 |        0 | Yellorium Chunk                               |                                                            |
| chunkZinc                            | magneticraft:chunks                                                        |       14 | Zinc Chunk                                    |                                                            |
| circuitAdvanced                      | mekanism:controlcircuit                                                    |        1 | Advanced Control Circuit                      |                                                            |
| circuitAdvanced                      | techreborn:part                                                            |       30 | Advanced Electronic Circuit                   |                                                            |
| circuitBasic                         | mekanism:controlcircuit                                                    |        0 | Basic Control Circuit                         |                                                            |
| circuitBasic                         | techreborn:part                                                            |       29 | Electronic Circuit                            |                                                            |
| circuitElite                         | mekanism:controlcircuit                                                    |        2 | Elite Control Circuit                         |                                                            |
| circuitElite                         | techreborn:part                                                            |        1 | Data Control Circuit                          |                                                            |
| circuitMaster                        | techreborn:part                                                            |        0 | Energy Flow Circuit                           |                                                            |
| circuitStorage                       | techreborn:part                                                            |        2 | Data Storage Circuit                          |                                                            |
| circuitUltimate                      | mekanism:controlcircuit                                                    |        3 | Ultimate Control Circuit                      |                                                            |
| clathrateEnder                       | thermalfoundation:material                                                 |      895 | Resonant Clathrate                            |                                                            |
| clathrateGlowstone                   | thermalfoundation:material                                                 |      894 | Energized Clathrate                           |                                                            |
| clathrateOil                         | thermalfoundation:material                                                 |      892 | Bitumen                                       |                                                            |
| clathrateRedstone                    | thermalfoundation:material                                                 |      893 | Destabilized Clathrate                        |                                                            |
| clay                                 | minecraft:clay_ball                                                        |    32767 | (WILDCARD)                                    |                                                            |
| clothManaweave                       | botania:manaresource                                                       |       22 | Manaweave Cloth                               |                                                            |
| clumpAluminium                       | jaopca:item_clumpaluminium                                                 |        0 | Aluminium Clump                               |                                                            |
| clumpAluminum                        | jaopca:item_clumpaluminium                                                 |        0 | Aluminium Clump                               |                                                            |
| clumpArdite                          | jaopca:item_clumpardite                                                    |        0 | Ardite Clump                                  |                                                            |
| clumpAstralStarmetal                 | jaopca:item_clumpastralstarmetal                                           |        0 | Starmetal Clump                               |                                                            |
| clumpBoron                           | jaopca:item_clumpboron                                                     |        0 | Boron Clump                                   |                                                            |
| clumpCobalt                          | jaopca:item_clumpcobalt                                                    |        0 | Cobalt Clump                                  |                                                            |
| clumpCopper                          | mekanism:clump                                                             |        3 | Copper Clump                                  |                                                            |
| clumpDraconium                       | jaopca:item_clumpdraconium                                                 |        0 | Draconium Clump                               |                                                            |
| clumpGold                            | mekanism:clump                                                             |        1 | Gold Clump                                    |                                                            |
| clumpIridium                         | jaopca:item_clumpiridium                                                   |        0 | Iridium Clump                                 |                                                            |
| clumpIron                            | mekanism:clump                                                             |        0 | Iron Clump                                    |                                                            |
| clumpLead                            | mekanism:clump                                                             |        6 | Lead Clump                                    |                                                            |
| clumpLithium                         | jaopca:item_clumplithium                                                   |        0 | Lithium Clump                                 |                                                            |
| clumpMagnesium                       | jaopca:item_clumpmagnesium                                                 |        0 | Magnesium Clump                               |                                                            |
| clumpMithril                         | jaopca:item_clumpmithril                                                   |        0 | Mithril Clump                                 |                                                            |
| clumpNickel                          | jaopca:item_clumpnickel                                                    |        0 | Nickel Clump                                  |                                                            |
| clumpOsmium                          | mekanism:clump                                                             |        2 | Osmium Clump                                  |                                                            |
| clumpPlatinum                        | jaopca:item_clumpplatinum                                                  |        0 | Platinum Clump                                |                                                            |
| clumpSilver                          | mekanism:clump                                                             |        5 | Silver Clump                                  |                                                            |
| clumpThorium                         | jaopca:item_clumpthorium                                                   |        0 | Thorium Clump                                 |                                                            |
| clumpTin                             | mekanism:clump                                                             |        4 | Tin Clump                                     |                                                            |
| clumpTungsten                        | jaopca:item_clumptungsten                                                  |        0 | Tungsten Clump                                |                                                            |
| clumpUranium                         | jaopca:item_clumpuranium                                                   |        0 | Uranium Clump                                 |                                                            |
| clumpWax                             | bewitchment:tallow                                                         |        0 | Tallow                                        |                                                            |
| clumpYellorium                       | jaopca:item_clumpyellorium                                                 |        0 | Yellorium Clump                               |                                                            |
| clusterAluminium                     | jaopca:item_clusteraluminium                                               |        0 | Native Aluminium Cluster                      |                                                            |
| clusterAluminum                      | jaopca:item_clusteraluminium                                               |        0 | Native Aluminium Cluster                      |                                                            |
| clusterArdite                        | jaopca:item_clusterardite                                                  |        0 | Native Ardite Cluster                         |                                                            |
| clusterAstralStarmetal               | jaopca:item_clusterastralstarmetal                                         |        0 | Native Starmetal Cluster                      |                                                            |
| clusterBoron                         | jaopca:item_clusterboron                                                   |        0 | Native Boron Cluster                          |                                                            |
| clusterCinnabar                      | thaumcraft:cluster                                                         |        6 | Native Cinnabar Cluster                       |                                                            |
| clusterCobalt                        | jaopca:item_clustercobalt                                                  |        0 | Native Cobalt Cluster                         |                                                            |
| clusterCopper                        | thaumcraft:cluster                                                         |        2 | Native Copper Cluster                         |                                                            |
| clusterDraconium                     | jaopca:item_clusterdraconium                                               |        0 | Native Draconium Cluster                      |                                                            |
| clusterGold                          | thaumcraft:cluster                                                         |        1 | Native Gold Cluster                           |                                                            |
| clusterIridium                       | jaopca:item_clusteriridium                                                 |        0 | Native Iridium Cluster                        |                                                            |
| clusterIron                          | thaumcraft:cluster                                                         |        0 | Native Iron Cluster                           |                                                            |
| clusterLead                          | thaumcraft:cluster                                                         |        5 | Native Lead Cluster                           |                                                            |
| clusterLithium                       | jaopca:item_clusterlithium                                                 |        0 | Native Lithium Cluster                        |                                                            |
| clusterMagnesium                     | jaopca:item_clustermagnesium                                               |        0 | Native Magnesium Cluster                      |                                                            |
| clusterMithril                       | jaopca:item_clustermithril                                                 |        0 | Native Mithril Cluster                        |                                                            |
| clusterNickel                        | jaopca:item_clusternickel                                                  |        0 | Native Nickel Cluster                         |                                                            |
| clusterOsmium                        | jaopca:item_clusterosmium                                                  |        0 | Native Osmium Cluster                         |                                                            |
| clusterPlatinum                      | jaopca:item_clusterplatinum                                                |        0 | Native Platinum Cluster                       |                                                            |
| clusterQuartz                        | thaumcraft:cluster                                                         |        7 | Native Quartz Cluster                         |                                                            |
| clusterQuicksilver                   | thaumcraft:cluster                                                         |        6 | Native Cinnabar Cluster                       |                                                            |
| clusterSilver                        | thaumcraft:cluster                                                         |        4 | Native Silver Cluster                         |                                                            |
| clusterThorium                       | jaopca:item_clusterthorium                                                 |        0 | Native Thorium Cluster                        |                                                            |
| clusterTin                           | thaumcraft:cluster                                                         |        3 | Native Tin Cluster                            |                                                            |
| clusterTungsten                      | jaopca:item_clustertungsten                                                |        0 | Native Tungsten Cluster                       |                                                            |
| clusterUranium                       | jaopca:item_clusteruranium                                                 |        0 | Native Uranium Cluster                        |                                                            |
| clusterYellorium                     | jaopca:item_clusteryellorium                                               |        0 | Native Yellorium Cluster                      |                                                            |
| coal                                 | minecraft:coal                                                             |        0 | Coal                                          |                                                            |
| coal                                 | minecraft:coal                                                             |        1 | Charcoal                                      |                                                            |
| coalInferium                         | mysticalagriculture:coal                                                   |        0 | §eInferium Coal                               |                                                            |
| coalIntermedium                      | mysticalagriculture:coal                                                   |        2 | §6Intermedium Coal                            |                                                            |
| coalPrudentium                       | mysticalagriculture:coal                                                   |        1 | §aPrudentium Coal                             |                                                            |
| coalSuperium                         | mysticalagriculture:coal                                                   |        3 | §bSuperium Coal                               |                                                            |
| coalSupremium                        | mysticalagriculture:coal                                                   |        4 | §cSupremium Coal                              |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        0 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        1 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        2 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        3 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        4 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        5 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        6 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        7 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        8 | Cobblestone                                   |                                                            |
| cobblestone                          | chisel:cobblestone                                                         |        9 | Cobblestone                                   |                                                            |
